"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"EW15755",19760.194282,244,192.01872,192.01872,"Extended","Agent",8,53,0,8,"Personal Auto L1","SUV","Midsize","PA","Rural","Female","Master","Employed","Married"
"EW16697",5104.00162,128,199.789168,99.894584,"Basic","Agent",21,99,0,1,"Personal Auto L3","Two-Door Car","Midsize","DE","Rural","Female","High School or Below","Employed","Married"
"EW17514",28871.3473,238,219.813256,12.4021656298444,"Premium","Agent",25,89,0,2,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Male","Master","Employed","Married"
"EW27959",15166.282422,130,491.322752,491.322752,"Basic","Web",25,53,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Single"
"EW33419",30228.80482,200,960,960,"Basic","Call Center",4,22,1,2,"Corporate Auto L2","SUV","Midsize","PA","Suburban","Female","High School or Below","Medical Leave","Married"
"EW34576",5679.592906,144,772.451794,772.451794,"Basic","Agent",28,19,0,1,"Corporate Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","High School or Below","Employed","Divorced"
"EW34780",22630.40746,202,969.6,969.6,"Premium","Agent",18,39,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Disabled","Divorced"
"EW35231",19869.73159,250,1200,1200,"Extended","Agent",0,59,1,8,"Corporate Auto L2","SUV","Midsize","MD","Suburban","Female","High School or Below","Employed","Married"
"EW38459",5134.302936,130,19.03056,9.51528,"Basic","Web",2,75,0,1,"Corporate Auto L1","Four-Door Car","Midsize","VA","Rural","Female","Bachelor","Employed","Married"
"EW46828",16120.323388,138,662.4,662.4,"Basic","Branch",32,45,0,2,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Employed","Divorced"
"EW51866",13510.152552,170,35.84034,17.92017,"Extended","Call Center",27,95,0,6,"Personal Auto L2","Four-Door Car","Midsize","DE","Rural","Female","College","Employed","Married"
"EW67348",9669.420986,132,633.6,417.994026573711,"Basic","Call Center",31,69,4,6,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Female","College","Employed","Divorced"
"EW67766",9455.6682,254,1219.2,1219.2,"Extended","Agent",24,58,0,1,"Personal Auto L2","SUV","Small","PA","Suburban","Female","College","Unemployed","Married"
"EW68125",9779.530728,124,315.980246,315.980246,"Basic","Agent",15,0,0,5,"Personal Auto L2","Four-Door Car","Large","PA","Urban","Female","Bachelor","Employed","Divorced"
"EW73206",16089.023518,134,505.398074,280.103596483939,"Basic","Call Center",9,67,0,2,"Corporate Auto L1","Two-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"EW73451",5184.875594,130,624,624,"Basic","Call Center",8,23,0,1,"Personal Auto L2","Four-Door Car","Small","DE","Suburban","Male","High School or Below","Employed","Married"
"EW82164",8334.839148,208,998.4,784.780589160781,"Basic","Agent",29,82,0,1,"Personal Auto L2","SUV","Small","PA","Suburban","Female","Bachelor","Employed","Married"
"EW86465",9519.248686,122,808.148406,808.148406,"Basic","Web",11,44,0,3,"Corporate Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Employed","Married"
"EX13440",59179.88256,216,1555.2,1346.01219893158,"Basic","Branch",29,74,0,2,"Corporate Auto L1","SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"EX28656",19660.675258,506,2428.8,2428.8,"Premium","Agent",15,59,0,1,"Personal Auto L1","Luxury SUV","Midsize","MD","Suburban","Female","College","Employed","Divorced"
"EX46492",15333.040876,188,842.913094,842.913094,"Extended","Agent",19,42,0,8,"Personal Auto L3","Two-Door Car","Midsize","DE","Urban","Female","Master","Employed","Married"
"EX61844",28039.95092,142,654.156094,654.156094,"Basic","Agent",21,28,0,2,"Personal Auto L2","Four-Door Car","Midsize","DE","Urban","Male","High School or Below","Employed","Married"
"EX63393",12628.984018,156,748.8,748.8,"Extended","Agent",13,12,0,6,"Personal Auto L1","Four-Door Car","Small","PA","Suburban","Female","Master","Employed","Married"
"EX72956",10190.731986,128,202.834506,101.417253,"Basic","Branch",7,61,0,6,"Personal Auto L2","Two-Door Car","Large","PA","Rural","Female","Bachelor","Employed","Single"
"EX73249",15413.91207,146,700.8,700.8,"Basic","Branch",3,33,0,2,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","College","Unemployed","Single"
"EX80215",5645.463806,154,277.895968,64.5334437919403,"Extended","Web",33,86,0,1,"Personal Auto L1","Four-Door Car","Large","PA","Rural","Female","College","Unemployed","Married"
"EX89625",11186.868018,138,662.4,457.048846137892,"Basic","Web",16,64,0,8,"Personal Auto L1","Two-Door Car","Midsize","DE","Suburban","Female","Bachelor","Employed","Married"
"EX97404",4310.419758,140,672,463.54541129266,"Basic","Branch",22,67,3,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","High School or Below","Unemployed","Single"
"EY13576",14748.155842,220,1056,837.817022738912,"Basic","Web",19,87,4,3,"Personal Auto L2","SUV","Midsize","MD","Suburban","Female","College","Unemployed","Married"
"EY19523",4667.218668,128,614.4,614.4,"Basic","Call Center",13,52,0,1,"Personal Auto L2","Four-Door Car","Large","NJ","Suburban","Male","Bachelor","Disabled","Divorced"
"EY27917",17065.979502,216,384.530876,171.723410682367,"Basic","Call Center",33,90,0,9,"Personal Auto L1","SUV","Large","MD","Rural","Male","Master","Employed","Married"
"EY49684",4619.753586,122,64.909318,64.909318,"Basic","Agent",16,57,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Rural","Female","Bachelor","Unemployed","Divorced"
"EY50028",6579.094796,172,796.481582,796.481582,"Extended","Agent",5,55,0,1,"Corporate Auto L3","Two-Door Car","Midsize","VA","Urban","Male","Doctor","Unemployed","Married"
"EY71418",51280.48008,336,1612.8,1383.63503051735,"Premium","Agent",5,83,0,2,"Corporate Auto L2","SUV","Midsize","MD","Suburban","Female","Bachelor","Disabled","Married"
"EY71439",14263.462582,206,1483.2,1483.2,"Basic","Call Center",29,58,0,3,"Corporate Auto L2","Sports Car","Small","PA","Suburban","Male","High School or Below","Unemployed","Single"
"EY74093",10008.270722,128,0.198014,0.099007,"Basic","Agent",2,93,0,8,"Corporate Auto L1","Four-Door Car","Midsize","VA","Rural","Male","High School or Below","Employed","Single"
"EY75197",11223.853878,316,2275.2,2275.2,"Premium","Agent",5,59,0,1,"Personal Auto L3","SUV","Midsize","DE","Suburban","Female","Bachelor","Unemployed","Single"
"EY78874",5431.37486,142,700.287744,483.106563640414,"Basic","Agent",9,76,0,1,"Corporate Auto L1","Four-Door Car","Small","PA","Suburban","Male","Doctor","Medical Leave","Married"
"EY83434",44058.301,242,1161.6,1161.6,"Extended","Branch",27,58,0,2,"Personal Auto L3","SUV","Large","NJ","Suburban","Male","High School or Below","Unemployed","Married"
"EY86980",12444.424216,156,244.972972,244.972972,"Extended","Agent",33,2,0,7,"Corporate Auto L2","Two-Door Car","Midsize","MD","Rural","Male","Bachelor","Employed","Single"
"EY89842",8432.39044,228,1641.6,1423.92582161507,"Basic","Call Center",3,70,0,1,"Corporate Auto L3","SUV","Midsize","DE","Suburban","Male","Bachelor","Unemployed","Single"
"EY97047",5295.039482,138,600.112766,600.112766,"Basic","Agent",13,15,0,1,"Corporate Auto L2","Four-Door Car","Midsize","MD","Urban","Male","College","Employed","Single"
"EZ11341",16161.896196,136,65.428452,65.428452,"Basic","Branch",34,9,0,2,"Personal Auto L1","Two-Door Car","Midsize","PA","Rural","Male","College","Employed","Single"
"EZ20115",52610.83082,148,451.03613,237.974105424776,"Basic","Agent",14,71,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Male","Bachelor","Employed","Married"
"EZ30498",17270.807,234,1401.803264,1178.42503725356,"Basic","Web",15,93,0,6,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","Bachelor","Medical Leave","Married"
"EZ30537",47969.24288,592,996.319748,996.319748,"Premium","Branch",12,17,0,9,"Personal Auto L3","Luxury Car","Midsize","MD","Rural","Female","Doctor","Employed","Married"
"EZ39383",21413.33914,134,643.2,643.2,"Basic","Agent",7,44,0,2,"Personal Auto L2","Four-Door Car","Small","DE","Suburban","Female","Bachelor","Employed","Divorced"
"EZ41764",4997.926122,124,595.2,595.2,"Basic","Agent",12,27,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Employed","Married"
"EZ43738",10409.29232,136,652.8,446.681745661287,"Basic","Agent",33,79,0,6,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Medical Leave","Married"
"EZ48093",5421.622846,138,662.4,441.781495082841,"Basic","Branch",31,70,0,1,"Corporate Auto L3","Four-Door Car","Small","DE","Suburban","Male","Bachelor","Employed","Married"
"EZ48947",26222.22638,222,295.897566,295.897566,"Basic","Agent",2,9,0,2,"Special Auto L2","SUV","Large","VA","Rural","Male","College","Employed","Single"
"EZ50606",47750.9535,216,1224.204524,1224.204524,"Basic","Web",8,55,0,2,"Corporate Auto L3","SUV","Midsize","MD","Suburban","Female","High School or Below","Unemployed","Married"
"EZ51276",14242.160824,192,921.6,702.40627219879,"Extended","Agent",28,62,0,4,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","College","Unemployed","Married"
"EZ60033",6401.59081,172,825.6,825.6,"Extended","Branch",8,37,0,1,"Corporate Auto L2","Four-Door Car","Small","PA","Suburban","Female","Bachelor","Unemployed","Married"
"EZ70589",14925.852526,186,14.691892,7.345946,"Extended","Call Center",30,66,0,5,"Personal Auto L1","Two-Door Car","Small","NJ","Rural","Female","College","Employed","Married"
"EZ70847",39289.52592,138,662.4,662.4,"Basic","Agent",17,32,0,2,"Corporate Auto L1","Four-Door Car","Midsize","NJ","Suburban","Female","College","Employed","Married"
"EZ71780",17614.973662,156,748.8,748.8,"Extended","Agent",18,12,0,2,"Special Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","High School or Below","Disabled","Divorced"
"EZ74530",6148.210972,208,1497.6,1497.6,"Basic","Web",25,33,3,1,"Personal Auto L2","Sports Car","Midsize","VA","Suburban","Male","High School or Below","Unemployed","Single"
"EZ75048",6174.499492,154,442.453392,442.453392,"Extended","Call Center",16,19,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Male","Doctor","Employed","Married"
"EZ77297",6535.419382,180,677.488784,677.488784,"Extended","Agent",26,19,3,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Male","Master","Employed","Single"
"EZ78112",11221.92868,140,615.926582,615.926582,"Basic","Agent",2,35,0,3,"Special Auto L3","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Single"
"EZ80325",9096.583226,264,1900.8,1699.21418845209,"Extended","Branch",5,88,3,1,"Personal Auto L2","Sports Car","Large","PA","Suburban","Female","Bachelor","Unemployed","Married"
"EZ85603",23263.75732,304,2165.629272,1931.11790438239,"Premium","Branch",8,94,0,7,"Personal Auto L3","SUV","Midsize","DE","Suburban","Female","College","Unemployed","Married"
"FA15338",27138.48142,140,672,672,"Basic","Branch",35,20,0,2,"Personal Auto L2","Two-Door Car","Midsize","DE","Suburban","Male","High School or Below","Medical Leave","Married"
"FA15811",18852.769574,156,40.419358,20.209679,"Extended","Branch",3,78,0,2,"Personal Auto L2","Two-Door Car","Midsize","VA","Rural","Female","College","Employed","Married"
"FA39525",9803.785204,122,99.922148,99.922148,"Basic","Agent",6,5,0,9,"Personal Auto L3","Two-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Divorced"
"FA46418",49419.19914,156,748.8,748.8,"Extended","Agent",11,28,1,2,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Female","High School or Below","Employed","Single"
"FA57012",12283.923246,364,2620.8,2620.8,"Basic","Branch",24,45,0,1,"Special Auto L2","Luxury Car","Small","PA","Suburban","Male","College","Unemployed","Single"
"FA59186",9320.013736,134,964.8,734.515305769454,"Basic","Web",11,87,0,3,"Personal Auto L2","Two-Door Car","Midsize","PA","Suburban","Male","High School or Below","Unemployed","Single"
"FA82777",8331.988866,128,1151.780724,1151.780724,"Basic","Agent",27,32,3,5,"Personal Auto L1","Four-Door Car","Small","DE","Suburban","Female","High School or Below","Unemployed","Single"
"FA89548",4872.795626,134,798.1128,584.656192092911,"Basic","Branch",16,92,0,1,"Personal Auto L1","Four-Door Car","Small","DE","Suburban","Male","Bachelor","Unemployed","Married"
"FA90076",4909.178722,144,1036.8,1036.8,"Basic","Branch",25,4,0,1,"Personal Auto L3","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Single"
"FA90739",24953.29518,242,1742.4,1742.4,"Extended","Call Center",7,34,0,2,"Corporate Auto L3","SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"FB17016",10940.121122,276,1405.980064,1405.980064,"Extended","Agent",20,11,0,1,"Personal Auto L3","SUV","Midsize","MD","Suburban","Female","Bachelor","Employed","Married"
"FB21121",5093.732196,126,891.243812,667.429657019978,"Basic","Branch",1,77,0,1,"Corporate Auto L2","Two-Door Car","Midsize","PA","Suburban","Female","Bachelor","Employed","Married"
"FB23788",17657.669914,222,1065.6,1065.6,"Basic","Call Center",33,10,0,3,"Corporate Auto L2","SUV","Large","MD","Suburban","Male","High School or Below","Employed","Divorced"
"FB25242",11373.830518,142,681.6,466.977247419355,"Basic","Call Center",31,85,0,3,"Corporate Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"FB49203",12478.515082,182,1310.4,1105.97435832966,"Extended","Agent",25,63,0,3,"Corporate Auto L2","Two-Door Car","Midsize","PA","Suburban","Female","College","Unemployed","Single"
"FB55024",6572.343898,164,787.2,561.602946818233,"Extended","Call Center",15,64,0,1,"Personal Auto L3","Two-Door Car","Large","MD","Suburban","Female","High School or Below","Employed","Married"
"FB68802",8050.191066,238,1142.4,1142.4,"Basic","Agent",29,54,2,1,"Personal Auto L3","SUV","Small","DE","Suburban","Male","College","Unemployed","Married"
"FB71914",60410.02594,178,938.71943,938.71943,"Extended","Agent",7,4,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Married"
"FB76635",8593.208256,214,991.341604,778.546319831032,"Basic","Branch",21,65,0,1,"Personal Auto L3","Sports Car","Midsize","MD","Urban","Female","College","Employed","Married"
"FB77856",7747.294092,210,1403.416478,1403.416478,"Basic","Agent",18,50,0,1,"Personal Auto L3","Sports Car","Midsize","VA","Suburban","Male","College","Retired","Married"
"FB80807",11056.425614,144,691.2,691.2,"Basic","Agent",16,31,0,9,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Employed","Single"
"FB84235",10997.881358,146,700.8,480.728398932359,"Basic","Branch",17,64,0,3,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","College","Medical Leave","Married"
"FB84409",9842.650168,128,2.417816,1.208908,"Basic","Agent",10,99,2,3,"Personal Auto L2","Four-Door Car","Midsize","DE","Rural","Male","Bachelor","Employed","Married"
"FB95288",129237.5143,434,3124.8,3124.8,"Extended","Branch",14,40,1,2,"Personal Auto L3","Luxury Car","Small","PA","Suburban","Male","High School or Below","Unemployed","Married"
"FB95495",11355.284168,146,1528.443768,1528.443768,"Basic","Branch",1,10,0,5,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Single"
"FC10193",21240.98296,138,499.606874,499.606874,"Basic","Branch",34,15,0,2,"Personal Auto L1","Four-Door Car","Midsize","NJ","Urban","Female","College","Employed","Single"
"FC15606",19412.750478,244,1071.213264,861.138591922665,"Extended","Branch",2,69,0,6,"Personal Auto L3","SUV","Large","MD","Urban","Female","College","Employed","Married"
"FC46260",10435.026574,132,523.86109,523.86109,"Basic","Web",6,4,0,7,"Corporate Auto L2","Two-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Divorced"
"FC48492",5753.55017,168,1698.023916,1698.023916,"Extended","Branch",4,29,0,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Unemployed","Single"
"FC52000",8613.1187,222,360.692292,148.816158838249,"Basic","Branch",8,94,2,1,"Corporate Auto L1","SUV","Midsize","MD","Rural","Female","College","Employed","Married"
"FC59209",4921.33035,134,643.2,643.2,"Basic","Call Center",30,13,0,1,"Personal Auto L1","Four-Door Car","Large","PA","Suburban","Female","Bachelor","Unemployed","Married"
"FC68244",12253.136618,152,729.6,729.6,"Extended","Web",4,16,0,4,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","High School or Below","Employed","Married"
"FC70869",5890.740724,152,729.6,517.584701932322,"Extended","Web",9,79,3,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Suburban","Female","High School or Below","Employed","Married"
"FD11364",13537.994054,170,816,816,"Extended","Call Center",4,58,0,3,"Special Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Single"
"FD14790",36393.27648,184,883.2,883.2,"Extended","Branch",14,51,0,2,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Male","Bachelor","Employed","Married"
